Date,Import_kWh,Export_kWh,Generation_kWh,Load_kWh
2024-08-12,1.5370000000000004,20.661,21.916090229885008,2.7920902298850065
2024-08-13,1.7000000000000002,19.163999999999998,20.40074770114939,2.9367477011493905
2024-08-14,1.6260000000000006,14.621,15.918901149425265,2.923901149425265
2024-08-15,1.746,9.309999999999999,10.568801149425273,3.004801149425274
2024-08-16,1.5930000000000002,4.684,5.784081034482748,2.6930810344827476
2024-08-17,1.7120000000000004,14.874999999999998,16.150192528735612,2.9871925287356147
2024-08-18,1.5430000000000006,16.03,17.37006724137927,2.8830672413792704
2024-08-19,1.6690000000000005,18.834,20.08273793103445,2.917737931034452
2024-08-20,1.5570000000000002,3.524,4.5820695402298774,2.615069540229878
2024-08-21,1.7170000000000005,15.533000000000001,16.6845568965517,2.8685568965517003
2024-08-22,1.5740000000000003,18.776000000000007,19.988983333333298,2.7869833333332914
2024-08-23,5.327999999999999,9.737000000000002,10.832122413793094,6.423122413793092
2024-08-24,6.592000000000001,19.13,22.221558620689613,9.683558620689617
2024-08-25,3.0750000000000006,15.113999999999999,18.190266789819322,6.151266789819324
2024-08-26,1.8499999999999994,12.424999999999997,13.904010344827562,3.329010344827564
2024-08-27,2.0629999999999997,13.785000000000002,15.25523390804595,3.533233908045948
2024-08-28,1.8020000000000003,16.960000000000004,18.484052873563183,3.326052873563179
2024-08-29,1.993,13.298999999999998,14.78285303776681,3.476853037766812
2024-08-30,1.8119999999999996,16.203999999999997,18.026847126436746,3.634847126436748
2024-08-31,1.8270000000000004,9.602,11.119935632183896,3.3449356321838963
2024-09-01,1.8370000000000004,22.619,24.416738505747066,3.634738505747067
2024-09-02,1.768,16.397,17.99200057471259,3.3630005747125926
2024-09-03,1.7679999999999996,22.271000000000004,23.955890229885014,3.4528902298850097
2024-09-04,1.7790000000000001,18.658,20.372187931034457,3.4931879310344556
2024-09-05,1.971,4.822999999999999,6.1352454022988425,3.283245402298844
2024-09-06,2.088,4.367,5.63374022988505,3.35474022988505
2024-09-07,1.8350000000000004,22.070999999999998,23.777525287356266,3.541525287356268
2024-09-08,1.857,10.503,12.080000574712615,3.4340005747126154
2024-09-09,1.766,16.32,17.9698057471264,3.4158057471264005
2024-09-10,1.724,24.703000000000003,26.385110919540164,3.4061109195401613
2024-09-11,1.9489999999999996,14.921,16.475826436781578,3.503826436781578
2024-09-12,2.494,26.218000000000004,28.172828160919494,4.44882816091949
2024-09-13,6.716000000000001,6.827999999999999,12.674417241379297,12.562417241379299
2024-09-14,6.222999999999997,16.085,20.984764942528713,11.12276494252871
2024-09-15,5.69,16.753999999999998,22.438966666666623,11.374966666666626
2024-09-16,1.659,23.306,24.77930587484029,3.1323058748402888
2024-09-17,1.4300000000000004,25.828,27.297178735632126,2.8991787356321277
2024-09-18,1.4720000000000004,21.921,23.807326436781526,3.3583264367815273
2024-09-19,1.4090000000000003,22.785,24.211969211822602,2.835969211822602
2024-09-20,1.6020000000000003,18.729000000000003,20.163414367816053,3.0364143678160502
2024-09-21,1.4380000000000002,17.149,18.589942528735584,2.878942528735583
2024-09-22,1.5999999999999999,20.850000000000005,22.144480952380906,2.894480952380901
2024-09-23,1.5350000000000006,10.747000000000002,12.066396551724122,2.8543965517241205
2024-09-24,1.5370000000000004,19.563,21.025010344827553,2.9990103448275547
2024-09-25,1.688,7.779,8.963827668308696,2.8728276683086955
2024-09-26,1.3960000000000004,19.679,21.022612068965476,2.7396120689654775
2024-09-27,1.4090000000000003,31.221000000000004,33.03997873563212,3.227978735632115
2024-09-28,1.4100000000000004,30.173000000000005,31.918679885057422,3.155679885057417
2024-09-29,2.1849999999999996,11.726999999999999,13.696959195402284,4.154959195402285
2024-09-30,2.912,24.636000000000003,26.96331551724133,5.2393155172413275
2024-10-01,2.6769999999999996,22.051000000000002,24.690654597701077,5.316654597701074
2024-10-02,2.31,32.272999999999996,34.94858390804591,4.985583908045916
2024-10-03,2.594,31.418000000000006,34.366908045976956,5.542908045976949
2024-10-04,1.971,13.448,15.195364408866961,3.718364408866961
2024-10-05,8.701,12.520000000000001,14.489199999999979,10.670199999999978
2024-10-06,10.492999999999999,18.059,22.168708620689607,14.602708620689604
2024-10-07,3.838,12.080999999999998,16.013058429118747,7.770058429118749
2024-10-08,3.4240000000000004,30.813000000000006,33.93579655172409,6.546796551724083
2024-10-09,12.602999999999998,33.108,37.15367068965511,16.64867068965511
2024-10-10,3.4,34.154,36.886128160919476,6.132128160919473
2024-10-11,16.04699999999999,18.195,21.245005747126406,19.097005747126396
2024-10-12,3.368,31.746,38.243389655172344,9.865389655172345
2024-10-13,3.3349999999999986,24.782000000000004,29.47215381773394,8.025153817733935
2024-10-14,2.6299999999999994,29.889000000000003,32.7980798850574,5.539079885057394
2024-10-15,2.662000000000001,27.436000000000003,31.949869540229823,7.1758695402298205
2024-10-16,4.006,26.769999999999996,29.597761494252822,6.833761494252826
2024-10-17,3.427,14.628999999999996,17.715049999999966,6.51304999999997
2024-10-18,8.313,8.778,11.084690804597672,10.619690804597672
2024-10-19,3.3329999999999993,33.208,37.74106724137926,7.866067241379263
2024-10-20,2.295,33.809,36.79040287356316,5.276402873563162
2024-10-21,2.881,33.85,37.629105747126374,6.660105747126373
2024-10-22,2.946999999999999,28.175,31.918371264367774,6.690371264367773
2024-10-23,2.5699999999999994,29.394000000000005,33.48584137931029,6.661841379310281
2024-10-24,2.764,27.715,31.324187356321787,6.373187356321786
2024-10-25,2.1470000000000002,34.54900000000001,38.01407413793098,5.612074137930977
2024-10-26,2.013,36.45399999999999,39.282421839080385,4.841421839080391
2024-10-27,2.411,28.278000000000006,31.184189655172357,5.317189655172351
2024-10-28,2.499,37.122,40.723818965517175,6.100818965517176
2024-10-29,2.4549999999999996,27.907999999999998,32.18187179802949,6.728871798029493
2024-10-30,2.505,32.675999999999995,37.40209770114936,7.231097701149364
2024-10-31,8.64,23.340000000000003,27.42366379310338,12.723663793103377
2024-11-01,2.8509999999999995,31.821,35.58705287356314,6.617052873563136
2024-11-02,3.92,27.009999999999998,31.77867126436775,8.68867126436775
2024-11-03,4.297,36.248,40.53372586206889,8.582725862068894
2024-11-04,2.4909999999999997,29.399999999999995,33.191487684729,6.282487684729002
2024-11-05,2.6789999999999994,34.087999999999994,40.71040689655165,9.301406896551658
2024-11-06,2.1849999999999996,22.177999999999997,29.377025426859177,9.384025426859179
2024-11-07,3.0300000000000002,26.799999999999994,32.67225804597694,8.902258045976946
2024-11-08,2.572999999999999,24.389999999999997,29.872956321839034,8.055956321839036
2024-11-09,3.7359999999999998,22.913999999999998,27.96016839080453,8.782168390804532
2024-11-10,2.2060000000000004,31.635,36.15924195402292,6.730241954022916
2024-11-11,2.1510000000000002,30.997999999999998,36.16634272030645,7.319342720306455
2024-11-12,2.409,20.729,25.142444827586164,6.822444827586165
2024-11-13,3.2950000000000004,24.697000000000003,28.618685632183883,7.21668563218388
2024-11-14,2.301,29.699999999999996,35.50431781609189,8.105317816091896
2024-11-15,2.0180000000000002,36.60600000000001,42.78327356321831,8.1952735632183
2024-11-16,3.714000000000001,27.474999999999994,36.8942993842364,13.133299384236404
2024-11-17,3.0500000000000003,21.410000000000004,25.660174712643638,7.300174712643635
2024-11-18,2.743,26.869999999999994,31.885778735632123,7.758778735632129
2024-11-19,3.0580000000000007,32.97,38.92289367816087,9.010893678160869
2024-11-20,1.9279999999999997,33.026,37.3965718390804,6.298571839080398
2024-11-21,1.887,34.032,43.8632166666666,11.718216666666606
2024-11-22,1.7710000000000001,33.65,37.2351626436781,5.356162643678103
2024-11-23,1.5250000000000001,24.568,27.188661494252813,4.145661494252812
2024-11-24,2.2570000000000006,10.305000000000001,13.399621072796918,5.351621072796918
2024-11-25,2.13,10.449,14.369184482758591,6.050184482758591
2024-11-26,2.6410000000000005,23.280999999999995,29.22510811918974,8.585108119189746
2024-11-27,2.671999999999999,22.937999999999995,27.56310457307056,7.297104573070564
2024-11-28,2.2340000000000004,35.45199999999999,40.660654022988425,7.4426540229884335
2024-11-29,2.3609999999999998,36.285,42.047686781609116,8.12368678160912
2024-11-30,4.123999999999999,7.13,11.380880459770102,8.3748804597701
2024-12-01,2.1659999999999995,15.629999999999997,21.208364942528696,7.744364942528699
2024-12-02,3.0580000000000003,33.562000000000005,40.18828160919534,9.684281609195338
2024-12-03,2.056,30.334999999999997,35.20345128918166,6.92445128918166
2024-12-04,2.106,41.183,45.65917003284063,6.582170032840628
2024-12-05,7.899,31.868999999999996,43.63438160919534,19.664381609195342
2024-12-06,3.1819999999999955,11.689,15.876751724137916,7.369751724137911
2024-12-07,2.680999999999998,21.866000000000003,27.749272222222167,8.564272222222161
2024-12-08,2.839999999999999,34.319,39.50654536124787,8.02754536124787
